SHIP_TO;SALES_DISTRICT;SALES_OFFICE;SALES_GROUP;CUST_GRP;PROXI_CATEG2;PROXI_CATEG3;TERR_LVL2;TERR_LVL3
E07BABEB8EF9D252FCB947EB9BD61AB3;Дивизион 4;Город 15;Филиал 160;Формат ТТ 3;Торговая сеть 348;INDIRECT;Регион 5;Область 23
C0D6EB0637830C3E337A56EB2A609A0C;Дивизион 4;Город 15;Филиал 160;Формат ТТ 3;Торговая сеть 348;INDIRECT;Регион 5;Область 23
677E8EC77D0ABB492CBF9BA16D157E5A;Дивизион 4;Город 15;Филиал 160;Формат ТТ 3;Торговая сеть 348;INDIRECT;Регион 5;Область 23
1B423164D1FB9C1C24B510EAC7CB6760;Дивизион 4;Город 15;Филиал 160;Формат ТТ 3;Торговая сеть 348;INDIRECT;Регион 5;Область 23
D2A52A78CBE32BF798E3DC78924B11DA;Дивизион 6;Город 5;Филиал 142;Формат ТТ 3;Торговая сеть 357;INDIRECT;Регион 7;Область 7
08A95AFC54663824F3E46DD15049F679;Дивизион 6;Город 5;Филиал 142;Формат ТТ 3;Торговая сеть 358;INDIRECT;Регион 7;Область 7
09FA6C1F4A7F97A67B3FEC0812C3ABFD;Дивизион 2;Город 11;Филиал 122;Формат ТТ 3;Торговая сеть 360;INDIRECT;Регион 7;Область 3
B66D542AA81FFA536AAA32187E77208F;Дивизион 2;Город 11;Филиал 122;Формат ТТ 3;Торговая сеть 360;INDIRECT;Регион 7;Область 3
A0F3DBD0A939C17424CED769CB052748;Дивизион 5;Город 24;Филиал 109;Формат ТТ 3;Торговая сеть 361;INDIRECT;Регион 4;Область 12
C6517DD9215DDE2FEAA4E00DA2C0D7A4;Дивизион 5;Город 24;Филиал 109;Формат ТТ 3;Торговая сеть 361;INDIRECT;Регион 4;Область 12
F5667A12135516184E7ABD02DFBF78C4;Дивизион 5;Город 24;Филиал 109;Формат ТТ 3;Торговая сеть 361;INDIRECT;Регион 4;Область 12
65BC1D56E3F1BD6F0C0D96215F2DFDF9;Дивизион 4;Город 6;Филиал 213;Формат ТТ 3;Торговая сеть 364;INDIRECT;Регион 4;Область 16
3EDEE31AA9E851495D6A861E8ACE441B;Дивизион 5;Город 24;Филиал 107;Формат ТТ 3;Торговая сеть 371;INDIRECT;Регион 4;Область 12
DEE13F279195D75491B877C1FB0963C4;Дивизион 3;Город 21;Филиал 16;Формат ТТ 3;Торговая сеть 374;INDIRECT;Регион 5;Область 20
A3487D948744552847A4F37975A8026B;Дивизион 8;Город 13;Филиал 190;Формат ТТ 3;Торговая сеть 387;INDIRECT;Регион 2;Область 25
0BC0C43160CA109BE9C099C302669D33;Дивизион 2;Город 14;Филиал 138;Формат ТТ 3;Торговая сеть 388;INDIRECT;Регион 7;Область 4
F26D16A19B094844E46C4620E63F8A56;Дивизион 2;Город 14;Филиал 138;Формат ТТ 3;Торговая сеть 388;INDIRECT;Регион 7;Область 4
B71681904D18B4560354F607C6DC8D72;Дивизион 2;Город 14;Филиал 137;Формат ТТ 3;Торговая сеть 388;INDIRECT;Регион 7;Область 4
091F107712B12409A588CC59260E9BDD;Дивизион 2;Город 14;Филиал 137;Формат ТТ 3;Торговая сеть 388;INDIRECT;Регион 7;Область 4
C4DBD51F6462FB6B93001F7A6773F24E;Дивизион 2;Город 14;Филиал 137;Формат ТТ 3;Торговая сеть 388;INDIRECT;Регион 7;Область 4
C6F0AC3A560C6D0C4616DEA7B073FD87;Дивизион 2;Город 14;Филиал 137;Формат ТТ 3;Торговая сеть 388;INDIRECT;Регион 7;Область 4
ABAEE11D6BC16671DDAC16FAFB36FC64;Дивизион 2;Город 14;Филиал 108;Формат ТТ 3;Торговая сеть 395;INDIRECT;Регион 7;Область 4
3555944F799912348C17403C15316264;Дивизион 2;Город 14;Филиал 108;Формат ТТ 3;Торговая сеть 395;INDIRECT;Регион 7;Область 4
9793FD84A6DEE76CD664B4834FC63816;Дивизион 2;Город 14;Филиал 108;Формат ТТ 3;Торговая сеть 395;INDIRECT;Регион 7;Область 4
DC09CE08853AF5F69194596F004A3EA1;Дивизион 2;Город 14;Филиал 108;Формат ТТ 3;Торговая сеть 395;INDIRECT;Регион 7;Область 4
AD293359ECE68B319978DCCA9695198D;Дивизион 2;Город 14;Филиал 108;Формат ТТ 3;Торговая сеть 395;INDIRECT;Регион 7;Область 4
C0896DD3BB38B8E97579E7013D174692;Дивизион 3;Город 20;Филиал 125;Формат ТТ 3;Торговая сеть 405;INDIRECT;Регион 3;Область 24
A033DD88F7FF5AD2DBE56B9A2409BE72;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 408;INDIRECT;Регион 3;Область 19
07BA0E2560B283D467E76204244E739B;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 408;INDIRECT;Регион 3;Область 19
79BBFEB8CC8C302F1D06788C95718669;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 408;INDIRECT;Регион 3;Область 19
FAE7D3D21A07FB0C6A501B5B53F2D0D0;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 408;INDIRECT;Регион 3;Область 19
5A8B1C664304258775D9B2D770203C6A;Дивизион 5;Город 10;Филиал 4;Формат ТТ 3;Торговая сеть 410;INDIRECT;Регион 3;Область 5
889A626E339EEB8420033F3BF06BA22B;Дивизион 8;Город 13;Филиал 115;Формат ТТ 3;Торговая сеть 413;INDIRECT;Регион 2;Область 22
8C913BE08C2D7AF447F4D3E1A95055BA;Дивизион 2;Город 14;Филиал 50;Формат ТТ 3;Торговая сеть 414;INDIRECT;Регион 7;Область 3
41FD4271581E8FADCCFDDB0C231CACA4;Дивизион 2;Город 14;Филиал 50;Формат ТТ 3;Торговая сеть 414;INDIRECT;Регион 7;Область 3
DEE8449D03EB6232AC96C03CC50E6BB3;Дивизион 2;Город 17;Филиал 84;Формат ТТ 3;Торговая сеть 422;INDIRECT;Регион 7;Область 9
774489301F2A6F50C64CEFCDCFD0D7DF;Дивизион 2;Город 14;Филиал 60;Формат ТТ 3;Торговая сеть 428;INDIRECT;Регион 7;Область 3
4E3275C53B0F1107B94E51B5E3992BD4;Дивизион 2;Город 14;Филиал 59;Формат ТТ 3;Торговая сеть 432;INDIRECT;Регион 7;Область 3
8106FD012EC30AFEFA37591EBCA83CF3;Дивизион 8;Город 13;Филиал 190;Формат ТТ 3;Торговая сеть 433;INDIRECT;Регион 2;Область 25
611B6CD9046B0DE311C35C9FAFFC4D7C;Дивизион 2;Город 14;Филиал 50;Формат ТТ 3;Торговая сеть 436;INDIRECT;Регион 7;Область 3
9F68C026E47A61C79DB4FFBE5D9370F4;Дивизион 2;Город 14;Филиал 50;Формат ТТ 3;Торговая сеть 436;INDIRECT;Регион 7;Область 3
64632DB26B55EB9907763AD8AC027AA2;Дивизион 2;Город 14;Филиал 61;Формат ТТ 3;Торговая сеть 438;INDIRECT;Регион 7;Область 3
11D9BD197EB4F2A3D0F5ACE157AD81EC;Дивизион 7;Город 16;Филиал 183;Формат ТТ 3;Торговая сеть 441;INDIRECT;Регион 5;Область 10
2597845672B7651C8DE6CC6E3150E658;Дивизион 7;Город 16;Филиал 183;Формат ТТ 3;Торговая сеть 441;INDIRECT;Регион 5;Область 10
9D3F00045AED3331B0A23CEC113503C1;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
C908B37201CBD77A42EBD5312185BEB4;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
04579EBA93B22AA7F6FB122F92F49E56;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
B806B54A15984C49415A846ED5CC5359;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
1B2638EBB72B167C4FE2B2F654B45B02;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
EB9CBA6F1FA53D7AC67A574B2C42BAD2;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
756B4AB544410201C3D6C10B33B7C3EE;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
4A9C7E7896EA7EB26B908D4BC6B84018;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
B8D5504951A12C510A566609869E0E79;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
945E62CE4198763AAC8265788F2CD45D;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
741757F81DD633042E113D8556526255;Дивизион 7;Город 16;Филиал 184;Формат ТТ 3;Торговая сеть 444;INDIRECT;Регион 5;Область 10
888FBECDC1029B3B91523964159F73F6;Дивизион 6;Город 5;Филиал 119;Формат ТТ 3;Торговая сеть 447;INDIRECT;Регион 7;Область 7
4B61A03FC0DE01E49FF64C197EBAADC8;Дивизион 6;Город 5;Филиал 119;Формат ТТ 3;Торговая сеть 451;INDIRECT;Регион 7;Область 7
D09B56A542076F346754C43851A2C505;Дивизион 4;Город 26;Филиал 154;Формат ТТ 3;Торговая сеть 452;INDIRECT;Регион 5;Область 20
5950D79B13F1BB81B576D7E6AAF4F102;Дивизион 4;Город 18;Филиал 5;Формат ТТ 3;Торговая сеть 453;INDIRECT;Регион 5;Область 23
3BDAE8763383B879EE964FAF9B40C17F;Дивизион 4;Город 6;Филиал 158;Формат ТТ 3;Торговая сеть 465;INDIRECT;Регион 4;Область 16
778CB2BCA82E3BEBE8D94022A8F78A2E;Дивизион 4;Город 6;Филиал 158;Формат ТТ 3;Торговая сеть 465;INDIRECT;Регион 4;Область 16
BC687D88E33732F7AE9D21C0B768EEA3;Дивизион 4;Город 6;Филиал 158;Формат ТТ 3;Торговая сеть 465;INDIRECT;Регион 4;Область 16
175AF9AD048A14918BC6877F143DA6CA;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 466;INDIRECT;Регион 3;Область 19
1FF77F6AC82722C09514D63342C118C9;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 466;INDIRECT;Регион 3;Область 19
2F71C9C101A6ED86D09172B1B527D440;Дивизион 8;Город 13;Филиал 116;Формат ТТ 3;Торговая сеть 469;INDIRECT;Регион 2;Область 25
074BA59280F61676FECC14CDA7BED2D2;Дивизион 8;Город 13;Филиал 116;Формат ТТ 3;Торговая сеть 469;INDIRECT;Регион 2;Область 25
A24106528CCD4A996E19BA58A3DF1757;Дивизион 4;Город 23;Филиал 150;Формат ТТ 3;Торговая сеть 471;INDIRECT;Регион 4;Область 14
F7DD2AF84753B02E0F7B0E0BDC596592;Дивизион 6;Город 10;Филиал 161;Формат ТТ 3;Торговая сеть 476;INDIRECT;Регион 3;Область 5
4F7D83986328A91A1337BD41252C98CA;Дивизион 6;Город 10;Филиал 161;Формат ТТ 3;Торговая сеть 476;INDIRECT;Регион 3;Область 5
41E597B57FFFD955E2546B36FBE2A7F0;Дивизион 5;Город 24;Филиал 134;Формат ТТ 3;Торговая сеть 480;INDIRECT;Регион 4;Область 12
4D383FF35B69433E471BEDFDCFA67941;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 489;INDIRECT;Регион 3;Область 19
C31349F8C4C1A12623BF1C493887857E;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 489;INDIRECT;Регион 3;Область 19
99A51C4FBBC0A4409D53CB92FFAECBCF;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 489;INDIRECT;Регион 3;Область 19
D0A35C8CE7B5AE3595165DA5535CE2FD;Дивизион 3;Город 8;Филиал 93;Формат ТТ 3;Торговая сеть 489;INDIRECT;Регион 3;Область 19
4DF792C2ECF4A31CCB45AB2E80C1DC94;Дивизион 6;Город 5;Филиал 142;Формат ТТ 3;Торговая сеть 494;INDIRECT;Регион 7;Область 7
7A933291350F85AAFFC8F8C863D3C7EB;Дивизион 6;Город 5;Филиал 142;Формат ТТ 3;Торговая сеть 494;INDIRECT;Регион 7;Область 7
98905A65E2C186DA505E3ED9F036208A;Дивизион 8;Город 7;Филиал 113;Формат ТТ 3;Торговая сеть 497;INDIRECT;Регион 2;Область 21
E454D302F18779DE5A994FAFEAED8AC2;Дивизион 8;Город 7;Филиал 113;Формат ТТ 3;Торговая сеть 497;INDIRECT;Регион 2;Область 21
2F2BC732A84658658EAA4C0EB077DC83;Дивизион 5;Город 24;Филиал 133;Формат ТТ 3;Торговая сеть 503;INDIRECT;Регион 4;Область 12
8783AC9B49662512D65CDC7C1F6689AA;Дивизион 2;Город 14;Филиал 21;Формат ТТ 3;Торговая сеть 511;INDIRECT;Регион 7;Область 4
C7546314AA20F72266DDB6615E70474F;Дивизион 7;Город 16;Филиал 173;Формат ТТ 56;Торговая сеть 515;E-COM;Регион 5;Область 10
EAC2C0F5C56B0ACACAAE01A07F2CE7BD;Дивизион 7;Город 16;Филиал 173;Формат ТТ 56;Торговая сеть 515;E-COM;Регион 5;Область 10
581AB36A533FCD90ACDC811CCD009993;Дивизион 7;Город 16;Филиал 173;Формат ТТ 56;Торговая сеть 515;E-COM;Регион 5;Область 10
D3C51D75EA620658552D5D3C4A8C60D8;Дивизион 7;Город 16;Филиал 173;Формат ТТ 56;Торговая сеть 515;E-COM;Регион 5;Область 10
AE4A0C25626503E8C3E5AE8E5215B43F;Дивизион 7;Город 16;Филиал 173;Формат ТТ 56;Торговая сеть 515;E-COM;Регион 5;Область 10
8A838D11E9E628B72761755B320768A9;Дивизион 7;Город 16;Филиал 173;Формат ТТ 56;Торговая сеть 515;E-COM;Регион 5;Область 10
